یونس سەعید سەرۆکێ رێکخراوا فەراشین یا پاراستنا ژینگەهێ بو ئەڤرۆ نیوز دیارکر ل دەمێ دەرکەتنێ بو ژدەرڤە و ئەو گیایێ هوسا جوان و مفا بەخش و ل ئەڤان چیایێن پری بەژن و بالایەکا خەملاندی دڤێت وەک وێ رێز و دوستایەتیێ ل گەل ئەڤێ ژینگەهێ بکەین ، بە لیێ خەلک هەیە ڤی سروشتی ناپارێزیت	یونس سەعید سەرۆکێ رێکخراوا فەراشین یا پاراستنا ژینگەهێ بو ئەڤرۆ نیوز دیارکر ل دەمێ دەرکەتنێ بو ژدەرڤە و ئەو گیایێ هوسا جوان و مفا بەخش و ل ئەڤان چیایێن پری بەژن و بالایەکا خەملاندی دڤێت وەک وێ رێز و دوستایەتیێ ل گەل ئەڤێ ژینگەهێ بکەین ، بەلیێ خەلک هەیە ڤی سروشتی ناپارێزیت	SPC-SPL
سەرەکی هەمەرەنگ حەز ل ستایلێ پۆپ و راپ ناکەت	سەرەکی هەمەرەنگ حەز ژ ستایلێ پۆپ و راپ ناکەت	GRM-FNW
ب هەلکەفتا رۆژا جیهانیا ژنان، رێخراوا ژین دا رابو ب ئەنجامدانا چالاکیەکا تایبەت بو ژمارەیەکا کچ و ژنێن رزگار بووی ژ دەستێن داعش و چەندین ژنێن بێ سەرپەرشتێن دهوکێ وەکو ئەنجامدانا پرۆژە و خولێن جودا جودا یێن فێرکرنێ	ب هەلکەفتا رۆژا جیهانیا ژنان، رێخراوا ژیندا رابو ب ئەنجامدانا چالاکیەکا تایبەت بو ژمارەیەکا کچ و ژنێن رزگار بووی ژ دەستێن داعش و چەندین ژنێن بێ سەرپەرشتێن دهوکێ وەکو ئەنجامدانا پرۆژە و خولێن جودا جودا یێن فێرکرنێ	SPC-CLT
ئهڤرۆ نیز، ناجیبەدەل:	ئەڤرۆ نیز، ناجی بەدەل:	SCR-HEH,SPC-MRG
پێک ڤە بەرەڤ پێشەروژەکا گەشتر پێنگاڤان دهاڤێژین	پێکڤە بەرەڤ پێشەرۆژەکا گەشتر پێنگاڤان دهاڤێژین	SCR-DIA,SPC-CLT
ل سەر ئاتسێ جیهانێ هەمیێ، دیارە کو وەرزش پەیامەکا سیاسی و جڤاکی دگەهینیت و گەلەک جاران دبیتە ئامرازەک بۆ فشار یان دەستکەفتێن نشتیمانی	ل سەر ئاستێ جیهانێ هەمیێ، دیارە کو وەرزش پەیامەکا سیاسی و جڤاکی دگەهینیت و گەلەک جاران دبیتە ئامرازەک بۆ فشار یان دەستکەفتێن نشتیمانی	TYP-TRA
ل دادگەها فیدرال دێ گەنگەشە ل سەر هنارتنا 200 ءلیار دینارێن هەرێمێ هێتە کرن	ل دادگەها فیدرال دێ گەنگەشە ل سەر هنارتنا 200 ملیار دینارێن هەرێمێ هێتە کرن	TYP-SUB
دەگن خوشێڕۆژهەلات ئاڵوودەیێ ماددێن هۆشبەرە	دەنگ خوشێ ڕۆژهەلات ئاڵوودەیێ ماددێن هۆشبەرە	SPC-MRG,TYP-TRA
فرۆکێن جەنگی یێن وەلاتێ تورکیا هێرشێن خوە یێن ئێکێ یێن ئەسمانی دژی چەکدارێن داعش ل دەوروبەرێن کۆبانێ باکورێ رۆژههلاتێ سوریا دەسپێکرن	فرۆکێن جەنگی یێن وەلاتێ تورکیا هێرشێن خوە یێن ئێکێ یێن ئەسمانی دژی چەکدارێن داعش ل دەوروبەرێن کۆبانێ باکورێ رۆژهەلاتێ سوریا دەسپێکرن	SCR-HEH
حوکمەتا عیراقێ ژ پرۆژێ قانوونا بوودجێ گشتی یێ سالا 2014 بوودجێ هەردو هەیڤێن هەشت و نەە بنەجهکر و سوبەهی ل روونشتنا ئاسایی یا جڤاتا وەزیران دێ بڕیارا مەزاختنێل سەر هێتە دان، ئەڤرۆ ئێڤاری ژی لژنا دارایی ل پەرلەمانی ل گەل عەبادی ل دۆر بوودجێ و مووچێ فەرمانبەرێن هەرێمێ دێ کۆمبیت	حوکمەتا عیراقێ ژ پرۆژێ قانوونا بوودجێ گشتی یێ سالا 2014 بوودجێ هەردو هەیڤێن هەشت و نەە بنەجهکر و سوبەهی ل روونشتنا ئاسایی یا جڤاتا وەزیران دێ بڕیارا مەزاختنێ ل سەر هێتە دان، ئەڤرۆ ئێڤاری ژی لژنا دارایی ل پەرلەمانی ل گەل عەبادی ل دۆر بوودجێ و مووچێ فەرمانبەرێن هەرێمێ دێ کۆمبیت	SPC-MRG
شتی: د هندەک دەمان دا، ئەگەرێ ئێشانا سەری هشکبوونە، ل وی دەمی شیرەتان لتە دکەین گەلە ئاڤێ ڤەخوو و شتر بخوون، چونکو ئەو فێقیەکێ هاڤینێ یێ سڤکە و 92% ژێ ئاڤە، هەروەسا تاما شتی ژی هێزێ زێدەدکەت و هەستکرنێ ب وەستیانێ کێم دکەت	شتی: د هندەک دەمان دا، ئەگەرێ ئێشانا سەری هشکبوونە، ل وی دەمی شیرەتان ل تە دکەین گەلە ئاڤێ ڤەخوو و شتر بخوون، چونکو ئەو فێقیەکێ هاڤینێ یێ سڤکە و 92% ژێ ئاڤە، هەروەسا تاما شتی ژی هێزێ زێدەدکەت و هەستکرنێ ب وەستیانێ کێم دکەت	SPC-MRG
ناڤبری کو د کۆمبوونا د ناڤبەرا نێچیرڤان بارزانی و عەمار ئەلحەکیم دا یێ بەرهەڤ بوو، گوت ژی” هەبوونا ڤان کۆمبوون و دیداران د ناڤبەرا سەرکردێن وەلاتێ دا د گرنگن بۆ وێ چەندێ پرۆسەیا سیاسی ل ئیراقێ ب ئاراستەیەکێ ئەرێنی دا بچیت، ژ پێخەمەت پەیداکرناسەقایەکێ دروست بۆ ئاڤەدانکرنا دەولەتا ئیراقێ”	ناڤبری کو د کۆمبوونا د ناڤبەرا نێچیرڤان بارزانی و عەمار ئەلحەکیم دا یێ بەرهەڤ بوو، گوت ژی” هەبوونا ڤان کۆمبوون و دیداران د ناڤبەرا سەرکردێن وەلاتێ دا د گرنگن بۆ وێ چەندێ پرۆسەیا سیاسی ل ئیراقێ ب ئاراستەیەکێ ئەرێنی دا بچیت، ژ پێخەمەت پەیداکرنا سەقایەکێ دروست بۆ ئاڤەدانکرنا دەولەتا ئیراقێ”	SPC-MRG
رێڤەبەریا گشتیا کەشناسی و بیڤەلەرزێ ل هەرێما کوردستانێ راگەهاند کو ئەڤرۆ پلا گەرماتیا سەقایێ دهۆکێ هەتا رادەکی هاتبوو خوارێ و بلندترین پلا گەرماتیێ 33 بوو و نزمترین پله ژی 20 کو ئەڤێ ل خوارێ نزمترین و بلندترین پلێن گەرمێ بوون ل هەرێما کوردستانێ:	رێڤەبەریا گشتیا کەشناسی و بیڤەلەرزێ ل هەرێما کوردستانێ راگەهاند کو ئەڤرۆ پلا گەرماتیا سەقایێ دهۆکێ هەتا رادەکی هاتبوو خوارێ و بلندترین پلا گەرماتیێ 33 بوو و نزمترین پلە ژی 20 کو ئەڤێ ل خوارێ نزمترین و بلندترین پلێن گەرمێ بوون ل هەرێما کوردستانێ:	SCR-HEH
زێباری گووت ژی : بەنکا ناڤەندی ژ فرۆتنا هەر سەد دۆلاران 25 دینارلن قازانج دکەت ، کو سالانە ب لایەنێ کێم 4 ترلیۆن دیناران قازانج دکەت و ب ڤێ چەندێ حکومەت دێ شێت کۆرتهێنانا بۆدجێ چارەکەت و قەرێن خۆ ژی ئەداکەت ، لەوڕا ئەستەمە بها یێ دۆلاری داکەڤیت	زێباری گووت ژی : بەنکا ناڤەندی ژ فرۆتنا هەر سەد دۆلاران 25 دیناران قازانج دکەت ، کو سالانە ب لایەنێ کێم 4 تڕلیۆن دیناران قازانج دکەت و ب ڤێ چەندێ حکومەت دێ شێت کۆرتهێنانا بۆدجێ چارەکەت و قەرێن خۆ ژی ئەداکەت ، لەوڕا ئەستەمە بهایێ دۆلاری داکەڤیت	SCR-DIA,TYP-SUB,SPC-SPL
داعش بزاڤا گوهۆڕینا قورئانێ و دا نانا ئالایێ خوە ل سەر دکەت	داعش بزاڤا گوهۆڕینا قورئانێ و دانانا ئالایێ خوە ل سەر دکەت	SPC-SPL
لێ پیرێ مە بەردەوام بوو ل سەر رێ یا خوە یا باوەری پێ هەی وپەیفا کوردی بلند راگرت	لێ پیرێ مە بەردەوام بوو ل سەر رێ یا خوە یا باوەری پێ هەی وپەیڤا کوردی بلند راگرت	SCR-DIA
كا شێخ مەند و پیر ڕەشێ حەیران	کا شێخ مەند و پیر ڕەشێ حەیران	SCR-KAF
پشتی سکالایا ئەندام پەرلەمانا نەوەی نوێ دادوەری بڕیارا دەستەسەرکرنێ بۆ چەد کەسێن نێزیک شاسوار عەبدولواحد دەرکر، کو ئێک ل وان سکرتێرێ نافبری یە	پشتی سکالایا ئەندام پەرلەمانا نەوەی نوێ دادوەری بڕیارا دەستەسەرکرنێ بۆ چەند کەسێن نێزیک شاسوار عەبدولواحد دەرکر، کو ئێک ژ وان سکرتێرێ ناڤبری یە	GRM-FNW,SCR-DIA,TYP-DEL
ل دوڤ ئامارێن رێکخراوا UNHCR نێزیکی (250) هزار پەنابەرێن سوری و(40) هزار پەنابەرێن ترکی وئیرانی ل هەرێما کوردستانێ هەنەهندەکا بەلگەنامەیێن یاسایی هەنە ویێن دن دڤێت دوبارە ئاکنجیبونا وان بهێتە رێکخستن بو وێ یەکێ بشێن بێ ئاریشە ژیانا خو دەربازکەن	ل دوڤ ئامارێن رێکخراوا UNHCR نێزیکی (250) هزار پەنابەرێن سوری و(40) هزار پەنابەرێن ترکی وئیرانی ل هەرێما کوردستانێ هەنە هندەکا بەلگەنامەیێن یاسایی هەنە ویێن دن دڤێت دوبارە ئاکنجیبونا وان بهێتە رێکخستن بو وێ یەکێ بشێن بێ ئاریشە ژیانا خو دەربازکەن	SPC-MRG
واتە ئەو چ بوویە ئەگەر کو پشتبەستنێ ب هزرا کۆمی بەت	واتە ئەو چ بوویە ئەگەر کو پشتبەستنێ ب هزرا کۆمی بکەت	TYP-DEL
ب وێنە: ئەو جهێن هاتينە نووژەنکرن ل پەرستگەها لالش	ب وێنە: ئەو جهێن هاتینە نووژەنکرن ل پەرستگەها لالش	SCR-YEH
هەر ب گۆرەیی گوهۆڕینان هەر ئێک ژ عەبدولسەمیع عوممر عەلی رێڤەبەرێ پشکنینێ ل وەزارتێ و “حەسەن قادر، رێڤەبەرێ یەکا فەقیان و سەدیق یاسین حەبیب رێڤەبەرێ بەرێیێ قوتابخانێن ئیسلامی کو هەر سێ ب ناڤونیشانێن بەرێ یێن پێشکەفی نە و ب تەنسیب ل وەزارەتا ئەوقافێ کارێ کری، پشکینەرێ گشتی یێ وەزارەتێ ژی کو ب پلا رێڤەبەرێ گشتی یە هاتیە خانەنشینکرن	هەر ب گۆرەیی گوهۆڕینان هەر ئێک ژ عەبدولسەمیع عوممر عەلی رێڤەبەرێ پشکنینێ ل وەزارتێ و “حەسەن قادر، رێڤەبەرێ یەکا فەقیان و سەدیق یاسین حەبیب رێڤەبەرێ بەرێ یێ قوتابخانێن ئیسلامی کو هەر سێ ب ناڤونیشانێن بەرێ یێن پێشکەفی نە و ب تەنسیب ل وەزارەتا ئەوقافێ کارێ کری، پشکینەرێ گشتی یێ وەزارەتێ ژی کو ب پلا رێڤەبەرێ گشتی یە هاتیە خانەنشینکرن	SPC-MRG
دادگەها یفدرالی سکالایا ل سەر هنارتنا 200 ملیار دیناران هەیڤانە بۆ هەرێما کوردستانێ رەتکر	دادگەها فیدرالی سکالایا ل سەر هنارتنا 200 ملیار دیناران هەیڤانە بۆ هەرێما کوردستانێ رەتکر	TYP-TRA
هەتا ل قووناغێن بوویە رێڤەبەرێ رەوشەنبیری ژی، ئەو هەر رەمەزانێ بەرێ بوو، ئانکو چو جاران کارەمەدیا وی، وەکو کولانکی بێژین؛ چو جاران کورسیکێ ئەو نەگوهاڕتبوو	هەتا ل قووناغێن بوویە رێڤەبەرێ رەوشەنبیری ژی، ئەو هەر رەمەزانێ بەرێ بوو، ئانکو چو جاران کارەمەندیا وی، وەکو کولانکی بێژین؛ چو جاران کورسیکێ ئەو نەگوهاڕتبوو	TYP-DEL
بەرانبەر فرۆید ڤێ ئەڤینا یۆتۆبیای رەت دکت و وەسا دبینت کو چو بناغە بۆ نینن و ئامرانجا هەر عشق و ئەڤینەکا نێر و مێیان ئەوە کو غەریزەیا جنسی، وەک هەڤڕکا غەریزەیا مرنێ ل جەم مرۆڤی بهێتە تێرکرن و ژیان بەردەوام بت	بەرانبەر فرۆید ڤێ ئەڤینا یۆتۆبیای رەت دکت و وەسا دبینت کو چو بناغە بۆ نینن و ئارمانجا هەر عشق و ئەڤینەکا نێر و مێیان ئەوە کو غەریزەیا جنسی، وەک هەڤڕکا غەریزەیا مرنێ ل جەم مرۆڤی بهێتە تێرکرن و ژیان بەردەوام بت	TYP-TRA
پێشکێشکرن: کەنعن بلێج ، ب مێفانداریا : عەلی جەعفەر ڤەکولەر و نڤیسەر	پێشکێشکرن: کەنعان بلێج ، ب مێڤانداریا : عەلی جەعفەر ڤەکولەر و نڤیسەر	TYP-DEL,SCR-DIA
ستونامرازا ب مێڤانداریا : شەمال سەلیم شەمو ، جێگرا بەرپرسێ مالا چڤینیا خێڕخوازییا بێ سەمیانان پێشکێشکرن : ئەکرەم دەروێش	ستونا مرازا ب مێڤانداریا : شەمال سەلیم شەمو ، جێگرا بەرپرسێ مالا چڤین یا خێڕخوازییا بێ سەمیانان پێشکێشکرن : ئەکرەم دەروێش	SPC-MRG,SPC-MRG
سەرەکی ناڤخۆ ساخلەمیا دهۆکێ بەرهەڤیێن پێشکێشکرنا خزمەتێن ساخلەمیێ بۆ ئاوران دکەت	سەرەکی ناڤخۆ ساخلەمیا دهۆکێ بەرهەڤیێن پێشکێشکرنا خزمەتێن ساخلەمیێ بۆ ئاواران دکەت	TYP-DEL
هەنا سالح مەجید، تایبەتمەندا نەخوشیین خۆراکی	هەنا سالح مەجید، تایبەتمەندا نەخوشیێن خۆراکی	SCR-DIA
ژ بلی ڤێ چەندێ ڤی جەسەدی پەیوەندی ب دو قۆناغێن گەشەکرنێ هەیە، ۆقناغا ئێکێ دبیتە لەشەکێ سرۆشتی و قۆناغا دوویێ دبیتەلەشەکێ سیاسی	ژ بلی ڤێ چەندێ ڤی جەسەدی پەیوەندی ب دو قۆناغێن گەشەکرنێ هەیە، قۆناغا ئێکێ دبیتە لەشەکێ سرۆشتی و قۆناغا دوویێ دبیتە لەشەکێ سیاسی	TYP-TRA,SPC-MRG
ژ ئالیێ خوەڤە تۆنکێل، خواستا وەلاتێ خوەد بەردەوامیا هاریکاری و پشتەڤانیێ بۆ ئیراقێ و هەرێما کوردستانێ و چارەسەرکرنا کێشەیێن هەلاویستی یێن هەولێرێ – بەغدا، نیشان دا	ژ ئالیێ خوەڤە تۆنکێل، خواستا وەلاتێ خوە د بەردەوامیا هاریکاری و پشتەڤانیێ بۆ ئیراقێ و هەرێما کوردستانێ و چارەسەرکرنا کێشەیێن هەلاویستی یێن هەولێرێ – بەغدا، نیشان دا	SPC-MRG
سەرەکی ئابوور پارێزگارێ دهۆکێ هەژمارەکا پڕۆژەیان ل دەڤەرداریێن ێخان و بەردەڕەش و ئاکرێ راگەهاندن	سەرەکی ئابوور پارێزگارێ دهۆکێ هەژمارەکا پڕۆژەیان ل دەڤەرداریێن شێخان و بەردەڕەش و ئاکرێ راگەهاندن	TYP-DEL
سێ کەس ل دهوک ب تومەتا سرەژابرن و دزیکرن ژ خەلکی هاتنە دەستەسەرکرن	سێ کەس ل دهوک ب تومەتا سەردابرن و دزیکرن ژ خەلکی هاتنە دەستەسەرکرن	TYP-TRA,TYP-SUB
گوتەرا ئاينی 18 – دەزگەهێ میدیایێ بادینان	گوتارا ئاینی 18 – دەزگەهێ میدیایێ بادینان	SCR-YEH,TYP-SUB
سلاڤ بۆ مالباتێن سەربلندێن شەهیدان و هەموو وان پێشمەرگە و خەباتگێران دهنێرین کو ل رۆژێن دژوار یێن شۆرەشێ دا ب دلسۆزانە وەستیاین و خزمەت کری”	سلاڤ بۆ مالباتێن سەربلندێن شەهیدان و هەموو وان پێشمەرگە و خەباتگێران دهنێرین کو ل رۆژێن دژوار یێن شۆرەشێ دا ب دلسۆزانە وەستیاین و خزمەت کری”	SPC-CLT,SPC-CLT
سەرەکی/بەرنامە/پسیار و خەلت 21-4-2022	سەرەکی/بەرنامە/پسیار و خەلات 21-4-2022	TYP-DEL
ب نوونەراتيا هەرێمێ هونەرمەندێن دهۆکێ ل کەرکووکێ نە	ب نوونەراتیا هەرێمێ هونەرمەندێن دهۆکێ ل کەرکووکێ نە	SCR-YEH
پەیوەندی پارتی و ئيران	پەیوەندی پارتی و ئیران	SCR-YEH
پشتی دوهی تەرمێ ژنەکێ ل نێزیک گۆڕستانا بەکرەجۆ ل باژێڕێ سلیمانیێ هاتییە دیتن، قوباد تالەبانی داخواز کر بکوژێن وێ بهێنە دیتن و نابیت تەرمێ وێ بێ ناڤ ونیشان بهێتە فەشارتن	پشتی دوهی تەرمێ ژنەکێ ل نێزیک گۆڕستانا بەکرەجۆ ل باژێڕێ سلێمانیێ هاتییە دیتن، قوباد تالەبانی داخواز کر بکوژێن وێ بهێنە دیتن و نابیت تەرمێ وێ بێ ناڤ ونیشان بهێتە ڤەشارتن	SCR-DIA,SCR-DIA
ئاژانسا فورات نیوز بەلاڤکریە، شەبنەم کۆرور فینجانچی بەری نها راگەهاندبوو، پێدڤییە ڤەکولین ل هێرشێن دەولەتا تورکیا ب چەکێ کیمیایێ بێتە کرن، ب ئەگرا وێ داخۆیانیێ ئەڤرۆ ل ئەنقەرا هاتە دەستەسەر کرن	ئاژانسا فورات نیوز بەلاڤکریە، شەبنەم کۆرور فینجانچی بەری نها راگەهاندبوو، پێدڤییە ڤەکولین ل هێرشێن دەولەتا تورکیا ب چەکێ کیمیایێ بێتە کرن، ب ئەگەرا وێ داخۆیانیێ ئەڤرۆ ل ئەنقەرا هاتە دەستەسەر کرن	TYP-DEL
ژڤانێ کەوێپێشکێشکرن: ەنعان بلێجب مێڤانداریا: غیاس نەقشەبەندی-ڤەكولەر	ژڤانێ کەوێپێشکێشکرن: کەنعان بلێجب مێڤانداریا: غیاس نەقشەبەندی-ڤەکولەر	TYP-DEL,SCR-KAF
لێکۆلینەکا نوشداری هوشداریێ ژ بکارئینانا هێدفۆنان ددهت	لێکۆلینەکا نوشداری هوشداریێ ژ بکارئینانا هێدفۆنان ددەت	SCR-HEH
بوویە ل ڤێرێ دەرگەهێ پرسیارەکێ ڤە دبیت ئەو ژی گەر بێژی ن، ئەرێ چاوا مرۆڤ دشێت دناڤ هزرا جڤاکەکێ ب ڤی رەنگی گەندەلدا ببیتە خودان پەروەردەیەکا دروست	بوویە ل ڤێرێ دەرگەهێ پرسیارەکێ ڤە دبیت ئەو ژی گەر بێژین، ئەرێ چاوا مرۆڤ دشێت دناڤ هزرا جڤاکەکێ ب ڤی رەنگی گەندەلدا ببیتە خودان پەروەردەیەکا دروست	SPC-SPL
دهێتە زانین هەر ئێک ژ ڤیان سەبری سەرۆکا فراکسیۆنا پارتی دیموکراتی کوردستانە ل جڤاتا نوونەرێن ئیراقێ وڤیان دەیخل پەیڤدارا فراکسیۆنا پارتی یە ل جڤاتا نوونەران و خالی دا خەلیل ژی پەیڤدارا بارەگەهێ بارزانی یە	دهێتە زانین هەر ئێک ژ ڤیان سەبری سەرۆکا فراکسیۆنا پارتی دیموکراتی کوردستانە ل جڤاتا نوونەرێن ئیراقێ وڤیان دەخیل پەیڤدارا فراکسیۆنا پارتی یە ل جڤاتا نوونەران و خالیدا خەلیل ژی پەیڤدارا بارەگەهێ بارزانی یە	TYP-TRA,SPC-CLT
رێڤەبەریا گشتی یا رەوشەنبیری دێ پشتە ڤانیا عەمار کوفي کە	رێڤەبەریا گشتی یا رەوشەنبیری دێ پشتەڤانیا عەمار کوفی کەت	SCR-YEH,TYP-DEL,SPC-SPL
سەرەکی وەرزش زاخو و شۆرتە د کۆ پیتکا یاریێن ئەڤرۆ دا	سەرەکی وەرزش زاخۆ و شۆرتە د کۆپیتکا یاریێن ئەڤرۆ دا	SCR-DIA,SPC-SPL
پرسیارەکا دی دیکو ههر ل پشتی پرسیارا ئێکێ ئەوا من ل سەری ئاماژە پێدایی دهێتەکرن کو ئەو ژی دێ بێژیت (مووچێ تە چەندە	پرسیارەکا دی دی کو هەر ل پشتی پرسیارا ئێکێ ئەوا من ل سەری ئاماژە پێدایی دهێتەکرن کو ئەو ژی دێ بێژیت (مووچێ تە چەندە	SCR-HEH,SPC-MRG
هۆسا قو وناغا سیێ دێ هێتە دونیایێ	هۆسا قووناغا سیێ دێ هێتە دونیایێ	SPC-SPL
دەولەتا ئیسلامی ل عیراق و شامێ (داعش) ئەڤا بەری نوکە خەلافەتا ئیسلامی ل عیراقێ راگەهاندی ب سەروبەرێ خوە و رەفتارێن خوە گەلەک وەکو بزاڤا تالیبانە بگرە ژ راپێچا خوە ژی ئەڤە ژبلی ئەوا ژێدەرێن دەنگوباسان دیار دکەن کو هژمارەکا ئێکجار زۆرا وەلاتیێن وان دەڤەران لناف رێزێن داعشن	دەولەتا ئیسلامی ل عیراق و شامێ (داعش) ئەڤا بەری نوکە خەلافەتا ئیسلامی ل عیراقێ راگەهاندی ب سەروبەرێ خوە و رەفتارێن خوە گەلەک وەکو بزاڤا تالیبانە بگرە ژ راپێچا خوە ژی ئەڤە ژبلی ئەوا ژێدەرێن دەنگوباسان دیار دکەن کو هژمارەکا ئێکجار زۆرا وەلاتیێن وان دەڤەران ل ناڤ رێزێن داعشن	SCR-DIA,SPC-MRG
سارەکی گۆتار شۆرەشا گولانا پێشکەفتنخواز	سەرەکی گۆتار شۆرەشا گولانا پێشکەفتنخواز	TYP-SUB
سەرەکی/ساخلەمی/مەترسییا تووشبوون ب نەخوشیا کولێرایێ ل هەرێما کوردستانێنەمایە	سەرەکی/ساخلەمی/مەترسییا تووشبوون ب نەخوشیا کولێرایێ ل هەرێما کوردستانێ نەمایە	SPC-MRG
شوانی گۆت ژی” رێککەفتنا د ناڤبەرا پارتی وئێکەتیێ بەر زێدەکرنا پۆستێ جێگرێ دوویێ یێ سەرۆکێ هەرێما كوردستانێ هاتبوو پاشخستن، پارتی دەم دابوو لایەنان ونوکە دەمێ پێکئینانا حوکمەتێ یە‎”	شوانی گۆت ژی” رێککەفتنا د ناڤبەرا پارتی وئێکەتیێ بەر زێدەکرنا پۆستێ جێگرێ دوویێ یێ سەرۆکێ هەرێما کوردستانێ هاتبوو پاشخستن، پارتی دەم دابوو لایەنان ونوکە دەمێ پێکئینانا حوکمەتێ یە‎”	SCR-KAF
قولاچەکا دلی من د ا	قولاچەکا دلێ من د ا	SCR-DIA
سلێمان سویلو وەزیرێ ناڤخوە یێ تورکیا راگەهاند کو ژ بەر پەقینەکێ چهل کرێکاران جانێ خوە ژ دەست داينە و 15 کرێکار ژی بریندارن و کار بۆ هندێ دهێتە کرن کو 15 کرێکارێن مایی ژی قورتال بکەن و ژ بەر هندێ ژی هێزێن وان دەست ب خەباتەکا بلەز کرینە	سلێمان سویلو وەزیرێ ناڤخوە یێ تورکیا راگەهاند کو ژ بەر پەقینەکێ چهل کرێکاران جانێ خوە ژ دەست داینە و 15 کرێکار ژی بریندارن و کار بۆ هندێ دهێتە کرن کو 15 کرێکارێن مایی ژی قورتال بکەن و ژ بەر هندێ ژی هێزێن وان دەست ب خەباتەکا بلەز کرینە	SCR-YEH
رێڤەبەرێ باجا كومپانیان ل دهۆکێ 100% داهاتێ کومپانیان زێدەبوویە	رێڤەبەرێ باجا کومپانیان ل دهۆکێ 100% داهاتێ کومپانیان زێدەبوویە	SCR-KAF
یونادم کەننا: پارتی د پۆلیس و ئاسایشێ کۆتایان ب سەردئێخیت – دەزگەهێ میدیایێ بادینان	یونادم کەننا: پارتی ب پۆلیس و ئاسایشێ کۆتایان ب سەردئێخیت – دەزگەهێ میدیایێ بادینان	GRM-FNW
هێزا کوردستانێ راستە شیانا شەرێ بەرامبەر و شیانا جەنگێ نینه، لێ قەت نابنە ئاستەنگ ژی وەختا باکور و هەمی ترکیا بیتە ئاگر بۆ داگیرکەران، نەک بتنێ ل دهۆک و حەسەکێ، بەرسڤا ڤێ رەشەکوژیا ترکیا دڤێت پەکەکە ب وی ئاوایی بدەتن یێ ترک ژێ دترسن	هێزا کوردستانێ راستە شیانا شەرێ بەرامبەر و شیانا جەنگێ نینه، لێ قەت نابنە ئاستەنگ ژی وەختا باکور و هەمی ترکیا بیتە ئاگر بۆ داگیرکەران، نەک بتنێ ل دهۆک و حەسەکێ، بەرسڤا ڤێ رەشەکۆژیا ترکیا دڤێت پەکەکە ب وی ئاوایی بدەتن یێ ترک ژێ دترسن	SCR-DIA
ک) هەر زوی ب زوی ئەو ئارمانج بەردا و بوو ئەگەرا هندێ کو جوداهی و دژایەتیێ دنێڤبەرا بەرەیی کوردی دا دروست بکەت و ژ ڤێ سەیرتر ل دەرڤەیی سنۆرێ تورکیا و ل پارچەیەکا کوردستانێ کو خودان کیانەکێ نیمچە سەربخوبوو و خودان هەرێم و حوکمەت بوو کو ئەو ژی هەرێما کوردستانی بوو، (پ	ک) هەر زوی ب زوی ئەو ئارمانج بەردا و بوو ئەگەرا هندێ کو جوداهی و دژایەتیێ دنێڤبەرا بەرەیی کوردی دا دروست بکەت و ژ ڤێ سەیرتر ل دەرڤەیی سنۆرێ تورکیا و ل پارچەیەکا کوردستانێ کو خودان کیانەکێ نیمچە سەربخوبوو و خودان هەرێم و حوکمەت بوو کو ئەو ژی هەرێما کوردستانێ بوو، (پ	SCR-DIA
ساخلەمیا عیراقێ: زێدەتر ل سێ هزار حالەتێن تۆشبوون ب ڤایرۆسێ کۆڕۆنایێ هاتینە تۆمارکرن	ساخلەمیا عیراقێ: زێدەتر ژ سێ هزار حالەتێن تۆشبوون ب ڤایرۆسێ کۆڕۆنایێ هاتینە تۆمارکرن	GRM-FNW
پاشان دەست ب داهێنان و لڤینێن جودا جودا رن و فکر و زانین پەیداکر	پاشان دەست ب داهێنان و لڤینێن جودا جودا کرن و فکر و زانین پەیداکر	TYP-DEL
هەروەسا شەڤا بوری، خۆنیشاندان و نارەزایەتی ل باژێرێن مهاباد و سنە و مەریوان و سەقز زێدەبا ری رێگیریا هێزێن ئەمنی و بکار ئینانا گوللا و گازا روندکرێژ، بەردەوام بوون و ب وێ ئەگەرێ ئالوزی دروست بوون	هەروەسا شەڤا بوری، خۆنیشاندان و نارەزایەتی ل باژێرێن مهاباد و سنە و مەریوان و سەقز زێدەباری رێگیریا هێزێن ئەمنی و بکار ئینانا گوللا و گازا روندکرێژ، بەردەوام بوون و ب وێ ئەگەرێ ئالوزی دروست بوون	SPC-SPL
ئەم ئەڤرۆ چەند پێدڤی ب خۆرەوشنبیرکرنێ و خۆچێکرنێیە د ئاڤا هیێ خوە دا، ئەرێ	ئەم ئەڤرۆ چەند پێدڤی ب خۆرەوشنبیرکرنێ و خۆچێکرنێ یە د ئاڤا هیێ خوە دا، ئەرێ	SPC-CLT
